question,golden_answer,context,our_answer_wo_context,our_answer_w_context
Who was awarded the 100m Olympic Gold Medal at the Seoul Olympics in 1988 after the disqualification of Ben Johnson?,CARL LEWIS; Carl Lewis; Frederick Carlton Lewis,"Athletics at the 1988 Summer Olympics – Men's 100 metres The Men's 100 Meters at the 1988 Summer Olympics in Seoul, South Korea – frequently dubbed ""the dirtiest race in history"" – ended in controversy after Canada's Ben Johnson defeated defending champion Carl Lewis of the United States in a world record time of 9.79s, breaking his own record of 9.83s that he had set at the 1987 World Championship in Rome. Two days later, Johnson was stripped of his gold medal by the International Olympic Committee (IOC) after his post-race drug test determined he had taken stanozolol, and his",Carl Lewis,Carl Lewis.
Which composer is best known for his works Requiem in D minor and Pavane in F sharp minor?,"Gabriel Faure; Faure, Gabriel Urbain; Gabriel Foray; Gabriel Fauré; Gabriël Fauré; Fauré, Gabriel Urbain; Gabriel Faur; Gabriel Urbain Faure; Gabriel Urbain Fauré; Gabriel Urbain Faur","1999 song ""Tous Les Maux D'Amour."" In turn the S Club 7 song ""Natural,"" an English-language cover version, also sampled ""Pavane"". Dutch singer Petra Berger used ""Pavane"" as the musical setting for her song about Marie Antoinette, ""Close Your Eyes (He'll Be Just Fine),"" on her album ""Eternal Woman"". Swedish TV films about the fictional police detective Johan Falk featured arranged pop music versions of ""Pavane"". Pavane (Fauré) The Pavane in F-sharp minor, Op. 50, is a pavane by the French composer Gabriel Fauré written in 1887. It was originally a piano piece, but is better known in Fauré's version",Gustav Holst,Gabriel Fauré.
"""What was the sequel to the John Travolta film """"Get Shorty""""?""",Get Shorty 2; Be Cool; Be cool,"Get Shorty (film) Get Shorty is a 1995 American crime comedy film based on Elmore Leonard's novel of the same name. Directed by Barry Sonnenfeld and starring John Travolta, Gene Hackman, Rene Russo, and Danny DeVito. A sequel, titled ""Be Cool"", was released in 2005. Chili Palmer (John Travolta), a loan shark based in Miami, clashes with another mobster, Ray ""Bones"" Barboni (Dennis Farina) over a leather jacket that ""Bones"" borrowed from Palmer without permission. They have two, brief, violent confrontations, the first of which leaves Barboni with a broken nose and the second singes his scalp from a bullet","""Get Shorty 2""","""Be Cool"""
What was the title of the only U.K. No.1 hit for the group The Dave Clark Five ?,GLAD ALL OVER; Glad All Over,"exactly 44 years after the group's first appearance on ""The Ed Sullivan Show"". Joan Jett honoured the Dave Clark Five by performing ""Bits and Pieces"" with John Mellencamp's band. To perform ""Glad All Over"", Jett was joined by John Fogerty, John Mellencamp, Billy Joel and other artists who performed throughout the evening. In March 2008 a 28-track collection, ""The Dave Clark Five: The Hits"", was released on iTunes. The Dave Clark Five comprised: The Dave Clark Five's UK Top Ten singles (1963–70) were as follows: ""Glad All Over"" (No.1 for 2 weeks from 14 January 1964); ""Bits and Pieces"" (No.2,",Glad to Help You,"""Glad All Over"""
"What holiday, created by a future Cal State Long Beach professor in 1966, is celebrated the day after Christmas for 7 days?",Kwanzaa; Qwanza; Kwanzi; Kwaanza; Nguzo Saba; Quanza,"steps that Jesus took into the Jordan River were the first steps on the way to the Cross. That night the All-Night Vigil is served for the Feast of the Theophany. Within the Twelve Days of Christmas, there are celebrations both secular and religious. Christmas Day, if it is considered to be part of the Twelve Days of Christmas and not as the day preceding the Twelve Days, is celebrated by Christians as the liturgical feast of the Nativity of the Lord. It is a public holiday in many nations, including some where the majority of the population is not",I couldn't find any information about a holiday created by a Cal State Long Beach professor in 1966 being celebrated the day after Christmas for 7 days.,Kwanzaa.
"Traditionally, which player in a rugby league team wore the number nine shirt?",Hooker (rugby); Hooker; Hooker (disambiguation),"Taranaki rugby league team The Taranaki rugby league team (also known as the Taranaki Wildcats, formerly the Taranaki Sharks and the Taranaki Rockets) are New Zealand rugby league team that represents the Taranaki Rugby League. They currently compete in the NZRL National Competition (Zonal team) and the Rugby League Cup (District team). Taranaki competed in the very first season of provincial rugby league in New Zealand. They shared a two match series with Auckland 1-all. Taranaki was led by New Zealand international Adam Lile. In 2008 the Taranaki Rugby League named its Team of the Century: Dave Watson; Babe Hooker;","Number nine, Scrum-half.",Number nine shirt.
The Ebro River is in which country?,Islands of Spain; España; Reino de España; Name of Spain; Espagna; Espańa; Reino de Espana; Espana; Kingdom of the Spains; The Spanish Society; Espainia; Mountains of Spain; Regne d'Espanya; The kingdom of Spain; SPAIN; Regne d'Espanha; Espanya; Espainiako Erresuma; Etymology of Spain; Spane; ISO 3166-1:ES; Spain; Spanish Kingdom; Kingdom of Spain; El Reino de España; El Reino de Espana,"the ""May Fair"", which has coincided since 1997 with the ""Medieval market"". The main celebration in Miranda de Ebro is the ""Saint John of the Mountain Festival"", which is celebrated on the Whit Monday. This celebration has a procession which is considered the best in Northern Spain. In addition, 12 September is the day of the city's patron, the Virgin of Altamira. This event contains float competitions, concerts and a firework display. Miranda de Ebro Miranda de Ebro is a city on the Ebro river in the province of Burgos in the autonomous community of Castile and León, Spain. It",Spain.,Spain.
"""Who said """"To err is human, to forgive, divine""""?""","Gnatho; Pope, Alexander; Alexander Pope; Apoth; An Eminent Hand; A. Pope; Esdras Barnivelt; Mr Joseph Gay; ALEXANDER POPE; Popean","part of the popular lexicon, and has been used for and in various works. (much punctuation is missing) An Essay on Criticism An Essay on Criticism is one of the first major poems written by the English writer Alexander Pope (1688–1744). It is the source of the famous quotations ""To err is human, to forgive divine,"" ""A little learning is a dang'rous thing"" (frequently misquoted as ""A little knowledge is a dang'rous thing""), and ""Fools rush in where angels fear to tread."" It first appeared in 1711 after having been written in 1709, and it is clear from Pope's correspondence",Alexander Pope,Alexander Pope
"What is the Scottish name for All Saints Day, a Christian ceremony grafted onto an ancient pagan ceremony?",Halowe'en; Old hallow's eve; Night of darkness; Kuzcoween; All Saints Eve; Halloween; Halloween television specials; Hallow-e'en; Holoween; Dia de las Brujas; Hallowen; All Hallows' Eve; Holloween; All Hallows Eve; Día de las Brujas; Halloween's origin; All Hallow's Eve; History of Halloween; All Saints' Eve; Halloween Day; Hollowen; Halloween games; Noche de las Brujas; Allhalloween; Hallowe'En; Halowen; Snap Apple Night; Haloween; Hollaween; Ol' hallow's eve; Trilloween; History and folklore of Halloween; Hallowe'en; All Hallows’ Even; Hallowe’en; Helloween holiday; Halaween; Allhallowe'en,"Saints' Day on the first Friday after Easter. In the Western Christian practice, the liturgical celebration begins at Vespers on the evening of 31 October, All Hallows' Eve (All Saints' Eve), and ends at the close of 1 November. It is thus the day before All Souls' Day, which commemorates the faithful departed. In many traditions, All Saints' Day is part of the season of Allhallowtide, which includes the three days from 31 October to 2 November inclusive and in some denominations, such as Anglicanism, extends to Remembrance Sunday. On All Saints Day, it is common for families to attend",All Saints' Day is known as 'Säntis Day',I do not know.
How many rounds did it take for Lennox Lewis to beat Mike Tyson in 2002?,8; eight,"Lennox Lewis vs. Mike Tyson Lennox Lewis vs. Mike Tyson, billed as ""Lewis–Tyson: Is On"", was a professional boxing match that took place on June 8, 2002 at the Pyramid Arena in Memphis, Tennessee, United States, between IBF, IBO and WBC heavyweight champion Lennox Lewis and former IBF, WBA and WBC heavyweight champion Mike Tyson. Prior to the event, Lewis was awarded the ""Ring"" magazine heavyweight title, which had been vacant since the late 1980s and was last held by Tyson. The fight was for Lewis' heavyweight championship titles. Lewis defeated Tyson by knockout in the eighth round. The fight","Lennox Lewis beat Mike Tyson in 2002, but I do not have information on the number of rounds.",It took 8 rounds.
Which European capital city was a city-state known as Ledra in ancient times?,"Lefkosha; Lefkoşa; Leukosia; Capital of Cyprus; Lefkosa; LefkoAYa; Nicosia, Cyprus; Levkosia; Transport in Nicosia; UN/LOCODE:CYNIC; Asia/Nicosia; Nicosia, Republic of Cyprus; Nicosia; Nikosia; Lefkoșa; Lefkòsia; Levkòsia; Lefkosia; LefkoÅŸa; Europe/Nicosia","refers to the ancient city-kingdom of Ledra, established in 1050 BC, that was located in the centre of the island where the capital city is today. The street leads off Eleftheria square, runs in a South to North direction and is about 1 km long. Most of it lies within the area effectively controlled by the Republic of Cyprus while a short stretch at the northern end between the UN buffer zone and the intersection with Arasta Street and Girne Caddesi falls within the Turkish part of Nicosia. Traditionally, Ledra Street was the main shopping street of the capital, although",Nicosia,Nicosia.
What part of the body is afflicted by gingivitis?,Gumline; Gums; Gingiva; Gingival; Gingivae; Gum (anatomy); Marginal gingivae; Gum line; Uletic,"Gingivitis Gingivitis is a non-destructive disease that causes inflammation of the gums. The most common form of gingivitis, and the most common form of periodontal disease overall, is in response to bacterial biofilms (also called plaque) that is attached to tooth surfaces, termed ""plaque-induced gingivitis"". Most forms of gingivitis are plaque-induced. While some cases of gingivitis never progress to periodontitis, periodontitis is always preceded by gingivitis. Gingivitis is reversible with good oral hygiene; however, without treatment, gingivitis can progress to periodontitis, in which the inflammation of the gums results in tissue destruction and bone resorption around the teeth. Periodontitis can",Gums.,The gums.
